"BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT"
-1.16484022263093,-1.77529606272804,-0.528445074153227,-0.5332023057186,-0.225455207952874,-0.607930248258636,-0.491241186265908,-0.649426695408022,-0.532412587676412,-0.807467846781906,-0.775040911222847,-0.55789800618467,-0.924557235316507,-1.01427757521797,-0.971639672706401,-0.388697948771738
-0.245307056743459,0.357994452566652,-0.781019613597736,-0.460622930672231,-0.666528862773368,-0.607930248258636,-0.721477442941485,0.10019257994328,-0.760364060807058,-0.807467846781906,-0.775040911222847,-0.704296773765045,-0.807457297625297,0.250858860894542,-0.569047584633076,-0.388697948771738
0.945446742709327,0.357994452566652,0.555653200943609,-0.5332023057186,1.35020413756939,-0.607930248258636,1.81110204079902,-0.649426695408022,1.97506455847517,-0.807467846781906,-0.775040911222847,0.906089669619075,-0.163407640323643,0.252797769216263,0.529357307341724,-0.388697948771738
-0.0118622446613783,0.357994452566652,1.90851750674154,2.46745586924529,0.258153851735005,-0.607930248258636,-0.03077419854071,0.10019257994328,-0.0765069059865008,-0.807467846781906,-0.775040911222847,-0.118701703443547,2.58844089541979,0.277258456501494,-0.312183863760116,-0.388697948771738
2.06894319779233,0.357994452566652,-0.83191624623139,-0.5332023057186,-0.666528862773368,0.0226334493240015,-0.951710936804084,-0.649426695408022,-0.760364060807058,-0.0682905764394963,-0.255538851164055,-0.850695541345419,0.246442141595592,0.588859986803852,2.28045916220705,-0.388697948771738
-1.01228072609115,0.357994452566652,0.439227153794125,-0.5332023057186,1.18098720081436,-0.607930248258636,1.81110204079902,-0.649426695408022,1.97506455847517,-0.807467846781906,-0.775040911222847,0.906089669619075,0.246442141595592,-0.978425939928175,-0.881792860653976,-0.388697948771738
0.699604353332627,0.357994452566652,-0.507450213191844,-0.0705087897980016,-0.666528862773368,-0.162767471051329,-0.491241186265908,0.849820850761868,-0.760364060807058,1.41007283440805,1.82246938907112,-0.55789800618467,-0.514707453397272,0.813279191595527,2.20864649886577,-0.388697948771738
-1.06446741865101,0.357994452566652,-0.089843342432711,-0.5332023057186,0.412021055429199,-0.607930248258636,1.81110204079902,-0.649426695408022,1.97506455847517,-0.807467846781906,-0.775040911222847,0.906089669619075,-0.924557235316507,-0.99842361956277,-0.875126615621516,-0.388697948771738
-1.18713834500815,0.357994452566652,-0.513812292271051,-0.5332023057186,-0.204187505519181,-0.607930248258636,0.199462058134867,-0.649426695408022,0.379398775703411,-0.807467846781906,-0.775040911222847,-0.118701703443547,2.52989092657418,-1.12321869146169,-0.894492592355504,-0.388697948771738
0.74740733460731,0.357994452566652,-0.83191624623139,-0.5332023057186,-0.666528862773368,-0.427450286819884,-0.951710936804084,-0.649426695408022,-0.760364060807058,-0.0682905764394963,-0.255538851164055,-0.850695541345419,-0.456157484551667,-0.616847245568193,0.921448307063504,-0.388697948771738
0.39748846540635,0.357994452566652,-0.83191624623139,-0.5332023057186,-0.666528862773368,2.08585393124248,-0.951710936804084,-0.649426695408022,-0.760364060807058,-0.0682905764394963,-0.255538851164055,-0.850695541345419,-0.631807391088482,-0.545712352649299,-0.276274092437165,-0.388697948771738
-0.190742692817543,0.357994452566652,0.782461320117331,1.7689247465334,-0.666528862773368,0.655877825513757,-0.491241186265908,0.849820850761868,-0.760364060807058,-0.0682905764394963,0.263963208894738,-0.411499238604296,0.831941830051641,0.0106764707487556,-0.409751026101094,1.24297690581557
0.640079423198368,0.357994452566652,-0.83191624623139,-0.5332023057186,-0.666528862773368,-0.023643196966699,-0.951710936804084,-0.649426695408022,-0.760364060807058,1.41007283440805,0.78346526895353,-0.850695541345419,0.539191985823616,0.286674543817641,0.718444218491098,-0.388697948771738
